college_name,stream,year_of_study,ai_tools_used,daily_usage_hours,use_cases,trust_in_ai_tools,do_professors_allow_use,preferred_ai_tool,awareness_level,willing_to_pay_for_access,state,device_used,internet_access,impact_on_grades_binary
Poomulli Neelakandan Namboodiripad Memorial Ayurveda Medical College ,Medical,1,"Gemini, Midjourney",3.0,"Exam Prep, Notes",2,No,Other,8,No,Kerala,Laptop,Medium,1
Sangam University ,Hotel-management,3,ChatGPT,3.9,Coding Help,4,Yes,Claude,1,Yes,Rajasthan,Tablet,High,1
"Kamadhenu College of Arts & Science, Dharmapuri ",Arts,4,ChatGPT,3.8,"Exam Prep, Notes",4,Yes,ChatGPT,9,Yes,Tamil nadu,Laptop,Poor,1
"Assam University, Silchar ",Pharmacy,4,Copilot,4.5,"Project Work, Doubt Solving, Content Writing",1,No,Other,10,Yes,Assam,Mobile,Medium,1
Jesus and Mary College ,Science,4,Copilot,1.2,"Exam Prep, Notes",2,Yes,Gemini,9,Yes,Delhi ncr,Tablet,Poor,0
Adarsh Institute of Management and Information Technology ,Management,4,ChatGPT,1.3,Project Work,3,Yes,Copilot,9,No,Karnataka,Laptop,Medium,0
"St Joseph's College, Kohima ",Management,1,"ChatGPT, Copilot",3.7,"Assignments, Coding Help",1,No,ChatGPT,2,No,Nagaland,Laptop,Medium,1
Sant Rocha Singh Degree College ,Science,3,"Gemini, Midjourney",4.3,"Assignments, Coding Help",5,Yes,Other,3,No,Jammu,Laptop,High,0
MNNIT Allahabad ,Science,3,"ChatGPT, Copilot",0.9,"Assignments, Coding Help",2,Yes,Copilot,8,Yes,Uttar pradesh,Mobile,Poor,0
National Institute of Technology ,Engineering,3,ChatGPT,2.6,Coding Help,4,No,Other,6,No,Jammu,Mobile,Poor,1
Nalanda College of Engineering ,Engineering,4,Bard,3.0,"Coding Help, Doubt Solving, MCQ Practice",1,Yes,ChatGPT,3,Yes,Bihar,Mobile,Poor,1
"Christ Church College -[CCC], Kanpur ",Arts,2,"ChatGPT, Gemini, Copilot",1.2,"Assignments, Coding Help",5,No,Gemini,5,No,Uttar pradesh,Mobile,Poor,1
Netaji Subhas University ,Engineering,4,Gemini,0.6,"Coding Help, Assignments",1,Yes,Other,10,Yes,Jharkhand,Laptop,Medium,0
Sister Nivedita University ,Engineering,2,Copilot,0.7,"Learning new topics, Coding Help",5,No,ChatGPT,3,Yes,West bengal,Laptop,Poor,0
"Alliance University, Bangalore ",Law,1,Gemini,2.4,"Exam Prep, Notes",2,No,Gemini,8,Yes,Karnataka,Mobile,Medium,1
"Ramthakur College, West Tripura ",Commerce,3,"Gemini, Midjourney",2.9,"Exam Prep, Notes",5,Yes,Gemini,2,No,Tripura,Mobile,Poor,1
"LNCT Group of Colleges -[LNCT], Bhopal ",Medical,4,ChatGPT,2.0,Content Writing,1,Yes,Other,7,Yes,Madhya pradesh,Tablet,Medium,0
Acharya Nagarjuna University ,Pharmacy,4,"Gemini, Midjourney",4.2,Content Writing,2,Yes,Other,4,Yes,Andhra pradesh,Tablet,Poor,0
"ICFAI University, Gangtok ",Arts,2,Gemini,2.7,Content Writing,3,Yes,Gemini,10,No,Sikkim,Tablet,Poor,1
Mahatma Gandhi Institute of Medical Sciences ,Pharmacy,3,ChatGPT,4.6,"Doubt Solving, Exam Preparation",4,No,Other,4,No,Maharashtra,Tablet,Medium,0
Cluster University of Srinagar ,Engineering,1,ChatGPT,2.7,"MCQ Practice, Project Work",1,Yes,Claude,2,No,Jammu,Tablet,Medium,1
"Quaide-E-Millath Government College for Women (Autonomous), Chennai ",Arts,1,ChatGPT,4.3,"MCQ Practice, Projects",4,No,Copilot,10,No,Tamil nadu,Laptop,Medium,0
"Government Degree College, Srinagar ",Science,2,Claude,2.3,"Assignments, Project Work, MCQ Practice",1,No,Claude,7,Yes,Jammu,Laptop,High,1
"Government Degree College, Srinagar ",Science,1,ChatGPT,3.8,MCQ Practice,2,Yes,Bard,7,No,Jammu,Mobile,Medium,0
"Arni University, Kangra ",Commerce,3,ChatGPT,1.1,"Learning new topics, Assignments, Coding Help",4,Yes,Copilot,2,No,Himachal pradesh,Tablet,High,0
"Amal College of Advanced Studies, Nilambur, Nilambur ",Hotel-management,3,Claude,0.9,"Exam Preparation, Assignments",4,No,Claude,2,Yes,Kerala,Tablet,High,0
Ramaiah Institute of Technology ,Science,3,Other,3.2,"Assignments, Coding Help, Exam Preparation",5,No,Other,5,No,Karnataka,Mobile,High,1
"St. Alphonsa College of Hotel Management Studies, ",Hotel-management,3,"Gemini, Midjourney",2.7,"Doubt Solving, Resume Writing",4,No,ChatGPT,8,Yes,Kerala,Laptop,Poor,0
"St. Mira's College for Girls, Pune ",Commerce,4,"Gemini, Midjourney",4.1,Content Writing,5,No,Copilot,9,Yes,Maharashtra,Laptop,High,0
Institute of Technology and Science ,Medical,1,Gemini,3.0,Content Writing,1,No,Gemini,4,Yes,Delhi ncr,Laptop,Poor,1
"Bir Tikendrajit University, Imphal ",Hotel-management,1,Gemini,1.6,"Exam Prep, Notes",3,Yes,Gemini,7,Yes,Manipur,Mobile,High,1
International Centre For Distance Education And Open ,Law,3,Gemini,3.6,"MCQ Practice, Projects",4,Yes,ChatGPT,7,Yes,Himachal pradesh,Mobile,High,1
Srimanta Sankaradeva University of Health Sciences ,Pharmacy,1,Copilot,2.0,"Doubt Solving, Resume Writing",5,Yes,Copilot,1,Yes,Assam,Laptop,Poor,1
Panjab University ,Science,4,ChatGPT,1.5,Exam Preparation,1,Yes,Claude,5,No,Punjab,Laptop,Poor,1
Rungta College of Pharmaceutical Sciences and Research ,Pharmacy,3,ChatGPT,1.5,"Exam Preparation, Doubt Solving, Coding Help",2,Yes,Bard,3,Yes,Chhattisgarh,Mobile,Poor,1
"Kamadhenu College of Arts & Science, Dharmapuri ",Arts,2,Copilot,4.0,"MCQ Practice, Exam Preparation, Resume Writing",4,No,Copilot,2,Yes,Tamil nadu,Laptop,High,1
Pt. Ravishankar Shukla University ,Management,4,Gemini,4.0,"Assignments, Coding Help",4,Yes,Other,5,No,Chhattisgarh,Mobile,Medium,1
Gopal Narayan Singh University ,Agriculture,4,Bard,1.0,"Content Writing, Resume Writing",5,Yes,Copilot,8,No,Bihar,Laptop,Medium,0
Vaikunth Mehta National Institute of Co-Operative Management ,Management,3,Gemini,3.7,"Assignments, Exam Preparation, MCQ Practice",2,Yes,Copilot,8,Yes,Maharashtra,Tablet,Medium,1
"EMEA College of Arts and Science Kondotty, ",Law,1,Bard,4.5,"Learning new topics, Resume Writing, Assignments",3,No,Other,7,No,Kerala,Tablet,Medium,1
Mount Carmel College ,Arts,1,"ChatGPT, Copilot",4.3,"Doubt Solving, Resume Writing",1,No,Copilot,7,No,Karnataka,Tablet,High,1
Guru Jambheshwar University of Science and Technology ,Arts,4,ChatGPT,3.6,"Exam Prep, Notes",1,Yes,ChatGPT,1,Yes,Haryana,Tablet,High,1
"TSR and TBK Degree and PG College, ",Commerce,3,ChatGPT,3.2,Learning new topics,3,Yes,Gemini,1,Yes,Andhra pradesh,Mobile,Medium,0
Indian Institute of Management ,Management,1,Copilot,1.4,"Learning new topics, MCQ Practice, Exam Preparation",5,Yes,Gemini,4,Yes,Delhi ncr,Mobile,Poor,0
Mahatma Gandhi Government Engineering College ,Engineering,4,"ChatGPT, Copilot",3.0,"Assignments, Coding Help",4,No,Copilot,8,Yes,Himachal pradesh,Tablet,High,0
Sunder Deep Pharmacy College ,Pharmacy,4,Other,1.3,"Assignments, Content Writing",2,No,Other,10,Yes,Uttar pradesh,Mobile,High,0
Ramniranjan Jhunjhunwala College ,Agriculture,3,ChatGPT,4.9,Doubt Solving,1,No,Copilot,10,No,Maharashtra,Tablet,Medium,1
Madhav University ,Commerce,1,Copilot,1.5,"MCQ Practice, Projects",1,No,ChatGPT,6,Yes,Rajasthan,Tablet,Medium,0
Madhav University ,Pharmacy,1,Gemini,4.4,"MCQ Practice, Projects",1,No,Copilot,4,No,Rajasthan,Mobile,High,1
"Singhania University, Jhunjhunu ",Management,2,"ChatGPT, Gemini, Copilot",2.7,Content Writing,1,No,Other,5,Yes,Rajasthan,Laptop,Medium,1
"Government College of Arts, Science and Commerce, North Goa ",Science,3,ChatGPT,3.1,Learning new topics,4,No,Gemini,5,Yes,Goa,Mobile,High,0
Garden City University ,Arts,4,Copilot,2.1,"Doubt Solving, Resume Writing",2,Yes,Gemini,2,No,Karnataka,Laptop,Poor,1
"Goa University, North Goa ",Commerce,4,Claude,0.5,MCQ Practice,3,Yes,Bard,3,No,Goa,Laptop,Medium,0
"Osteen College, Bangalore ",Hotel-management,2,"ChatGPT, Copilot",3.8,Content Writing,4,Yes,Copilot,6,Yes,Karnataka,Mobile,Poor,0
BFIT Group of Institutions ,Agriculture,2,"ChatGPT, Gemini, Copilot",3.2,"MCQ Practice, Projects",2,No,ChatGPT,6,Yes,Uttarakhand,Tablet,High,0
Central Institute of Technology ,Arts,3,Gemini,3.8,"Project Work, Assignments, Exam Preparation",1,Yes,Copilot,10,No,Assam,Laptop,High,0
"University of Jammu, Jammu ",Arts,1,Other,0.8,"Project Work, Exam Preparation",4,No,Bard,3,No,Jammu,Tablet,Poor,0
Maharishi University of Management and Technology Bilaspur ,Management,2,ChatGPT,1.0,"Exam Preparation, Coding Help",5,No,Bard,7,No,Chhattisgarh,Tablet,High,1
"RIMT University, Gobindgarh ",Pharmacy,4,Claude,3.1,"Resume Writing, Project Work",5,Yes,Bard,5,Yes,Punjab,Mobile,High,0
Ramaiah Institute of Technology ,Engineering,2,"ChatGPT, Gemini, Copilot",1.4,Learning new topics,3,No,ChatGPT,6,Yes,Karnataka,Tablet,Poor,0
Sri Sai University ,Engineering,2,Copilot,1.1,Assignments,2,No,Claude,4,No,Himachal pradesh,Mobile,High,1
DIT University ,Pharmacy,4,Gemini,1.1,Content Writing,4,No,Gemini,10,Yes,Uttarakhand,Tablet,Poor,1
"Deshbandhu College for Girls, Kolkata ",Medical,4,ChatGPT,2.1,"MCQ Practice, Resume Writing, Project Work",3,No,Other,9,Yes,West bengal,Tablet,Medium,1
Assam Agricultural University ,Agriculture,3,Bard,2.7,Content Writing,4,No,Gemini,5,No,Assam,Laptop,High,0
Apex Professional University ,Agriculture,1,Gemini,1.0,"Assignments, Coding Help",1,Yes,Other,6,Yes,Arunachal pradesh,Tablet,High,0
Baba Saheb Dr Bhim Rao Ambedkar College ,Agriculture,3,Copilot,1.8,Learning new topics,3,Yes,Other,9,Yes,Uttar pradesh,Tablet,Medium,1
Amity Global Business School ,Management,3,Gemini,4.8,"MCQ Practice, Resume Writing",1,No,ChatGPT,4,No,Delhi ncr,Laptop,Poor,0
University of Engineering and Management ,Hotel-management,3,Gemini,3.2,Content Writing,5,No,Gemini,3,Yes,Rajasthan,Tablet,High,1
Asian Institute of Management and Technology ,Management,3,ChatGPT,2.8,"Doubt Solving, Assignments, Learning new topics",3,Yes,Bard,7,No,Assam,Mobile,Medium,1
Silicon Institute of Technology ,Engineering,4,Other,0.7,"Doubt Solving, Resume Writing, Assignments",4,Yes,Gemini,4,Yes,Orissa,Mobile,Poor,0
BFIT Group of Institutions ,Engineering,2,"ChatGPT, Copilot",1.0,Content Writing,5,Yes,Gemini,6,Yes,Uttarakhand,Mobile,Poor,0
Nirma University ,Commerce,4,"ChatGPT, Copilot",2.5,Content Writing,5,Yes,ChatGPT,8,Yes,Gujarat,Mobile,Poor,0
"Government Medical College / Rajindra Hospital-[GMCP], Patiala ",Medical,4,"ChatGPT, Copilot",0.8,Learning new topics,3,Yes,ChatGPT,5,No,Punjab,Laptop,Medium,1
Rungta College of Pharmaceutical Sciences and Research ,Pharmacy,4,Other,4.2,"Doubt Solving, Assignments",3,Yes,Gemini,6,No,Chhattisgarh,Tablet,Poor,0
"Shri Shikshayatan College, Kolkata ",Commerce,4,"ChatGPT, Gemini, Copilot",1.9,Content Writing,1,No,Gemini,6,No,West bengal,Tablet,High,1
"Presidency College, Chennai ",Science,1,Bard,3.9,"Learning new topics, Doubt Solving, Project Work",3,No,ChatGPT,9,No,Tamil nadu,Mobile,Medium,0
Holy Grace Academy of Management Studies ,Hotel-management,4,"ChatGPT, Copilot",3.7,Content Writing,4,No,Other,6,No,Kerala,Tablet,Poor,1
Mahatma Gandhi University ,Law,1,Gemini,4.9,"Doubt Solving, Assignments, Learning new topics",1,Yes,Other,7,Yes,Kerala,Mobile,Medium,0
Ashoka Institute of Technology and Management ,Pharmacy,3,"ChatGPT, Copilot",4.4,"Assignments, Coding Help",4,Yes,ChatGPT,5,Yes,Chhattisgarh,Tablet,Poor,0
"Sai Nath University, Ranchi ",Engineering,4,Bard,4.0,"Project Work, Content Writing",4,Yes,Bard,4,No,Jharkhand,Tablet,High,1
Attitude Business School ,Hotel-management,4,Bard,1.7,"Coding Help, Learning new topics, Project Work",3,Yes,Claude,7,No,Orissa,Laptop,High,0
Kakatiya University ,Law,2,Bard,4.2,Doubt Solving,2,Yes,Bard,5,No,Telangana,Laptop,High,1
Kasturba Gandhi Degree and PG College for ,Science,4,"ChatGPT, Copilot",2.7,"Doubt Solving, Resume Writing",3,Yes,Other,6,Yes,Telangana,Tablet,Poor,0
Sri Venkateswara College of Pharmacy ,Pharmacy,4,"ChatGPT, Gemini, Copilot",3.1,"MCQ Practice, Projects",3,Yes,Copilot,1,No,Andhra pradesh,Laptop,Poor,1
KIIT School of Rural Management ,Management,2,Copilot,1.8,"Doubt Solving, Resume Writing",2,No,Other,2,No,Orissa,Tablet,Medium,1
"SPC Education Center, Jaipur ",Arts,4,Copilot,1.4,Exam Preparation,1,Yes,Bard,6,No,Rajasthan,Laptop,Poor,1
Chandigarh Institute of Hotel Management and Catering ,Hotel-management,1,Copilot,3.5,"Resume Writing, Coding Help, Assignments",2,Yes,Claude,6,No,Haryana,Mobile,Medium,0
Ramchandra Chandravansi University ,Commerce,3,ChatGPT,4.0,"Doubt Solving, Project Work",1,Yes,Copilot,10,Yes,Jharkhand,Mobile,High,0
"National Post Graduate College, Lucknow ",Arts,3,ChatGPT,0.7,"Assignments, Coding Help",5,Yes,Gemini,1,Yes,Uttar pradesh,Tablet,Poor,1
NERIM Group of Institutions ,Law,1,Claude,3.8,"Content Writing, Project Work, Doubt Solving",3,No,Gemini,10,Yes,Assam,Tablet,Medium,0
Kasturba Gandhi Degree and PG College for ,Arts,3,"ChatGPT, Copilot",3.2,Learning new topics,4,No,Other,7,Yes,Telangana,Tablet,Poor,0
Nalanda Open University ,Arts,4,"ChatGPT, Gemini, Copilot",1.6,Learning new topics,1,Yes,ChatGPT,8,Yes,Bihar,Laptop,Medium,1
"Rayat Bahra Hoshiarpur Campus, Hoshiarpur ",Pharmacy,2,Gemini,3.2,"MCQ Practice, Projects",4,Yes,Copilot,7,Yes,Punjab,Mobile,Poor,0
"Career College, Bhopal ",Arts,4,Claude,0.6,Exam Preparation,1,No,Other,9,No,Madhya pradesh,Laptop,Poor,1
Andhra University ,Medical,4,ChatGPT,1.7,"MCQ Practice, Doubt Solving",3,No,Bard,9,No,Andhra pradesh,Tablet,High,1
"ICFAI University, Shillong ",Commerce,2,Gemini,1.4,Content Writing,3,No,Gemini,3,Yes,Meghalaya,Laptop,High,0
Tezpur Medical College & Hospital ,Medical,1,ChatGPT,2.0,Project Work,3,No,Other,8,No,Assam,Tablet,Medium,1
ICFAI Foundation for Higher Education ,Commerce,3,Bard,4.3,MCQ Practice,1,No,ChatGPT,4,No,Telangana,Tablet,Medium,0
Nirmala College of Pharmacy ,Pharmacy,1,Gemini,2.4,"Exam Prep, Notes",3,Yes,Other,5,No,Kerala,Tablet,High,0
"AV Abdurahiman Haji Arts & Science College, ",Arts,3,ChatGPT,2.0,"Resume Writing, Assignments, Coding Help",3,Yes,Other,10,No,Kerala,Laptop,Medium,1
Kruti Institute of Technology and Engineering ,Science,1,ChatGPT,3.9,"Assignments, Resume Writing, Coding Help",1,Yes,Other,10,No,Chhattisgarh,Mobile,Medium,0
"Doon University, Dehradun ",Commerce,4,Copilot,3.0,"Exam Prep, Notes",2,Yes,ChatGPT,10,Yes,Uttarakhand,Tablet,High,0
Orissa University of Agriculture and Technology ,Agriculture,2,Gemini,4.6,Assignments,5,No,Claude,7,Yes,Orissa,Tablet,High,1
"Indira Gandhi Technological And Medical Sciences University, Ziro ",Medical,2,"ChatGPT, Gemini, Copilot",0.8,"Exam Prep, Notes",3,No,Other,10,No,Arunachal pradesh,Tablet,Poor,1
"Mahila Vidyalaya PG College, Lucknow ",Arts,3,Gemini,3.8,"Exam Prep, Notes",3,No,Gemini,1,Yes,Uttar pradesh,Mobile,Medium,1
"Government Degree College, Baramulla ",Science,4,Gemini,2.4,"Doubt Solving, Resume Writing",5,Yes,Gemini,7,No,Jammu,Mobile,Poor,1
"Holy Cross College, Agartala ",Science,2,"ChatGPT, Copilot",0.6,"Assignments, Coding Help",2,No,Gemini,1,Yes,Tripura,Laptop,Medium,1
"Post Graduate Government College for Girls, Chandigarh ",Commerce,1,Claude,4.4,Project Work,3,Yes,Copilot,2,No,Chandigarh,Mobile,Poor,0
"Adamas University, Kolkata ",Engineering,3,Bard,0.5,"Project Work, Doubt Solving",2,Yes,Bard,7,No,West bengal,Tablet,High,0
St Andrew's College of Arts Science and ,Commerce,3,Bard,1.0,Content Writing,4,No,Copilot,2,Yes,Maharashtra,Tablet,Poor,1
"Amazon Institute of Hotel Tourism and Management, ",Hotel-management,3,Claude,1.8,"Content Writing, Coding Help",4,Yes,Copilot,4,No,Uttarakhand,Tablet,Poor,0
"PCTE Group of Institutes, Ludhiana ",Agriculture,1,"ChatGPT, Gemini, Copilot",0.8,"MCQ Practice, Projects",4,No,Copilot,1,Yes,Punjab,Laptop,Poor,1
University of Rajasthan ,Management,4,"ChatGPT, Copilot",3.8,"Doubt Solving, Resume Writing",3,No,Other,5,No,Rajasthan,Tablet,Medium,1
T.K.M. College of Arts and Science ,Commerce,4,Copilot,2.4,"Doubt Solving, Resume Writing",4,Yes,Copilot,9,Yes,Kerala,Laptop,High,1
"IILM University, Gurgaon ",Management,4,ChatGPT,4.0,"MCQ Practice, Coding Help",1,Yes,Claude,3,No,Haryana,Laptop,Poor,0
"Saurashtra University, Rajkot ",Agriculture,3,"Gemini, Midjourney",3.3,"Assignments, Coding Help",2,Yes,Copilot,9,Yes,Gujarat,Laptop,High,1
"St Anthony's College, Shillong ",Management,2,Claude,2.6,"Project Work, Resume Writing",5,Yes,Other,5,Yes,Meghalaya,Tablet,Medium,0
JP Institute of Hotel Management & Catering ,Hotel-management,4,Gemini,3.9,"Exam Prep, Notes",4,Yes,Gemini,2,Yes,Uttar pradesh,Mobile,Medium,1
Baba Ghulam Shah Badshah University ,Arts,4,"ChatGPT, Gemini, Copilot",3.7,"MCQ Practice, Projects",2,Yes,Other,2,Yes,Jammu,Mobile,Medium,1
"St Bede's College, Shimla ",Science,1,Gemini,1.3,"Resume Writing, Assignments",4,No,ChatGPT,3,No,Himachal pradesh,Mobile,Medium,1
"Goa University, North Goa ",Medical,2,Other,3.8,Coding Help,4,No,ChatGPT,9,Yes,Goa,Tablet,Poor,1
"St Joseph's College Devagiri, Calicut ",Commerce,2,Other,2.7,Doubt Solving,4,Yes,Claude,5,Yes,Kerala,Mobile,High,0
Indian Law Institute ,Law,2,Copilot,1.8,"Assignments, Coding Help",3,No,ChatGPT,4,Yes,Delhi ncr,Laptop,Poor,1
"Ramjas College, New Delhi ",Commerce,2,Claude,0.8,"Content Writing, Doubt Solving",5,No,Bard,2,Yes,Delhi ncr,Laptop,Medium,0
IAS Academy ,Commerce,4,Claude,3.6,"Assignments, Coding Help, Content Writing",3,No,Copilot,5,Yes,West bengal,Mobile,High,1
"Oriental School of Hotel Management Lakkidi, Wayanad ",Science,1,Bard,0.7,"Project Work, Coding Help",5,Yes,Bard,10,Yes,Kerala,Laptop,High,1
Shivalik College of Engineering ,Engineering,1,"Gemini, Midjourney",1.8,"MCQ Practice, Projects",2,No,ChatGPT,1,No,Uttarakhand,Tablet,High,1
"Poona College of Pharmacy, Pune ",Pharmacy,3,Copilot,0.9,"Exam Prep, Notes",1,No,Copilot,2,No,Maharashtra,Mobile,Poor,1
Abhilashi Institute of Management Studies ,Management,1,Other,1.8,Assignments,4,Yes,ChatGPT,8,No,Himachal pradesh,Mobile,High,1
"Longowal Polytechnic College, Chandigarh ",Engineering,1,Copilot,1.7,Coding Help,3,No,Gemini,2,No,Chandigarh,Laptop,Medium,0
"CT Group of Institutions, Jalandhar ",Pharmacy,4,Bard,0.6,"Learning new topics, Doubt Solving",4,No,Other,8,No,Punjab,Tablet,Medium,0
Ewing Christian College ,Medical,3,Claude,3.7,"Coding Help, Assignments",5,No,Gemini,5,Yes,Uttar pradesh,Laptop,Medium,1
Tata Institute of Social Sciences ,Engineering,1,ChatGPT,1.6,"Content Writing, Learning new topics, MCQ Practice",4,Yes,Copilot,6,No,Maharashtra,Tablet,Poor,0
Maharishi Markandeshwar ,Science,2,"Gemini, Midjourney",2.6,"Exam Prep, Notes",3,Yes,Copilot,3,No,Himachal pradesh,Tablet,High,1
National Institute of Agricultural Extension Management ,Management,2,ChatGPT,4.1,"MCQ Practice, Projects",2,Yes,Copilot,9,No,Telangana,Laptop,High,1
SDM Institute for Management Development ,Management,3,ChatGPT,3.6,"Exam Prep, Notes",2,Yes,Copilot,6,No,Karnataka,Laptop,High,0
"DCT’s Dhempe College of Arts and Science, Panji ",Science,3,Gemini,2.0,MCQ Practice,2,Yes,Gemini,7,No,Goa,Mobile,Poor,0
"Risali Institute Of Management, Hyderabad ",Hotel-management,2,ChatGPT,1.9,Assignments,3,No,Bard,6,Yes,Telangana,Mobile,High,0
"Tripura Institute of Technology, Agartala ",Agriculture,2,"ChatGPT, Copilot",2.4,Learning new topics,4,Yes,Gemini,10,No,Tripura,Laptop,Poor,1
"Amity University, Ranchi ",Engineering,4,"Gemini, Midjourney",0.6,"Exam Prep, Notes",4,No,ChatGPT,2,Yes,Jharkhand,Laptop,Poor,0
Bengal College of Engineering and Technology ,Engineering,3,Copilot,3.5,"Exam Preparation, Learning new topics, Doubt Solving",3,No,Other,2,No,West bengal,Laptop,Poor,1
Nehru Academy of Law ,Law,1,Gemini,3.4,Learning new topics,2,No,Other,4,No,Kerala,Laptop,High,1
Himachal Pradesh University ,Arts,4,Bard,1.2,"Doubt Solving, MCQ Practice",3,Yes,Gemini,5,No,Himachal pradesh,Laptop,High,1
"Government Maharani Laxmi Bai Girls PG College, ",Science,1,Copilot,3.4,"MCQ Practice, Projects",5,No,ChatGPT,6,No,Madhya pradesh,Tablet,Poor,0
"Amity University, Gwalior ",Pharmacy,3,"ChatGPT, Gemini, Copilot",3.5,Content Writing,2,Yes,ChatGPT,10,Yes,Madhya pradesh,Tablet,Medium,0
College of Agribusiness Management ,Management,2,Gemini,1.3,Resume Writing,1,No,Other,10,No,Uttarakhand,Laptop,Medium,1
"Acharya NG Ranga Agricultural University, Agricultural College ",Agriculture,2,Claude,4.2,Coding Help,5,Yes,Gemini,1,No,Andhra pradesh,Mobile,Medium,0
Sangai International University ,Science,4,"ChatGPT, Gemini, Copilot",4.5,Learning new topics,1,No,Gemini,4,Yes,Manipur,Mobile,Medium,0
"University School of Business, Chandigarh University ",Science,2,Bard,4.8,"Resume Writing, Exam Preparation, Doubt Solving",1,No,Gemini,2,No,Chandigarh,Laptop,Medium,0
"SJM College of Pharmacy, Chitradurga ",Pharmacy,2,Gemini,2.2,"Doubt Solving, Assignments",5,No,ChatGPT,4,Yes,Karnataka,Laptop,Poor,1
Indian Institute of Public Health ,Medical,4,ChatGPT,1.5,"Assignments, Learning new topics",1,No,Other,5,No,Telangana,Mobile,Poor,1
Sri Ramachandra Institute of Higher Education and ,Pharmacy,3,ChatGPT,1.5,Learning new topics,1,Yes,ChatGPT,7,Yes,Tamil nadu,Mobile,Medium,0
Government Medical College and Hospital ,Science,1,ChatGPT,3.4,"Exam Prep, Notes",1,Yes,ChatGPT,7,Yes,Haryana,Mobile,High,0
"IITT Institutions, Chandigarh ",Engineering,1,Other,0.6,"Coding Help, Exam Preparation",5,Yes,Other,8,No,Chandigarh,Tablet,Poor,1
Rajiv Gandhi Institute of Petroleum Technology ,Engineering,2,"ChatGPT, Copilot",4.4,"Exam Prep, Notes",1,No,Other,1,No,Uttar pradesh,Tablet,Medium,1
Lady Brabourne College ,Arts,4,ChatGPT,2.8,MCQ Practice,3,No,Other,7,Yes,West bengal,Tablet,Medium,1
"Brainware University, Kolkata ",Commerce,1,Other,1.6,"Learning new topics, Project Work, Content Writing",1,No,Copilot,5,Yes,West bengal,Mobile,High,1
Panjab University ,Agriculture,1,Copilot,4.1,"Assignments, Coding Help",5,Yes,Copilot,8,No,Punjab,Mobile,Medium,1
"Smt NilaBen ManuBhai Padalia Pharmacy College, Ahmedabad ",Pharmacy,4,"ChatGPT, Copilot",3.8,"MCQ Practice, Projects",2,Yes,Gemini,9,No,Gujarat,Mobile,High,1
"Fazl Ali College, Mokokchung ",Arts,4,ChatGPT,2.2,"Assignments, Coding Help",2,No,ChatGPT,1,Yes,Nagaland,Mobile,Poor,1
